Student_ID,Department,Subject,Date,Time
S0108,EEE,Renewable Energy,2026-04-10,FN
S0109,EEE,Renewable Energy,2026-04-10,FN
S0110,EEE,Renewable Energy,2026-04-10,FN
S0111,EEE,Renewable Energy,2026-04-10,FN
S0112,EEE,Renewable Energy,2026-04-10,FN
S0113,EEE,Renewable Energy,2026-04-10,FN
S0114,EEE,Renewable Energy,2026-04-10,FN
S0115,EEE,Renewable Energy,2026-04-10,FN
S0116,EEE,Renewable Energy,2026-04-10,FN
S0117,EEE,Renewable Energy,2026-04-10,FN
S0118,EEE,Renewable Energy,2026-04-10,FN
S0119,EEE,Renewable Energy,2026-04-10,FN
S0120,EEE,Renewable Energy,2026-04-10,FN
S0121,EEE,Renewable Energy,2026-04-10,FN
S0122,EEE,Renewable Energy,2026-04-10,FN
S0123,EEE,Renewable Energy,2026-04-10,FN
S0124,EEE,Renewable Energy,2026-04-10,FN
S0125,EEE,Renewable Energy,2026-04-10,FN
S0126,EEE,Renewable Energy,2026-04-10,FN
S0127,EEE,Renewable Energy,2026-04-10,FN
S0128,EEE,Renewable Energy,2026-04-10,FN
S0129,EEE,Renewable Energy,2026-04-10,FN
S0130,EEE,Renewable Energy,2026-04-10,FN
S0131,EEE,Renewable Energy,2026-04-10,FN
S0132,EEE,Renewable Energy,2026-04-10,FN
S0133,EEE,Renewable Energy,2026-04-10,FN
S0134,EEE,Renewable Energy,2026-04-10,FN
S0135,EEE,Renewable Energy,2026-04-10,FN
S0136,EEE,Renewable Energy,2026-04-10,FN
S0137,EEE,Renewable Energy,2026-04-10,FN
S0138,EEE,Renewable Energy,2026-04-10,FN
S0139,EEE,Renewable Energy,2026-04-10,FN
S0140,EEE,Renewable Energy,2026-04-10,FN
S0141,EEE,Renewable Energy,2026-04-10,FN
S0142,EEE,Renewable Energy,2026-04-10,FN
S0143,CSE,Operating Systems,2026-04-04,FN
S0144,CSE,Operating Systems,2026-04-04,FN
S0145,CSE,Operating Systems,2026-04-04,FN
S0146,CSE,Operating Systems,2026-04-04,FN
S0147,CSE,Operating Systems,2026-04-04,FN
S0148,CSE,Operating Systems,2026-04-04,FN
S0149,CSE,Operating Systems,2026-04-04,FN
S0150,CSE,Operating Systems,2026-04-04,FN
S0151,CSE,Operating Systems,2026-04-04,FN
S0152,CSE,Operating Systems,2026-04-04,FN
S0153,CSE,Operating Systems,2026-04-04,FN
S0154,CSE,Operating Systems,2026-04-04,FN
S0155,CSE,Operating Systems,2026-04-04,FN
S0156,CSE,Operating Systems,2026-04-04,FN
S0157,CSE,Operating Systems,2026-04-04,FN
S0158,CSE,Operating Systems,2026-04-04,FN
S0159,CSE,Operating Systems,2026-04-04,FN
S0160,CSE,Operating Systems,2026-04-04,FN
S0161,CSE,Operating Systems,2026-04-04,FN
S0162,CSE,Operating Systems,2026-04-04,FN
S0163,CSE,Operating Systems,2026-04-04,FN
S0164,CSE,Operating Systems,2026-04-04,FN
S0165,CSE,Operating Systems,2026-04-04,FN
S0166,CSE,Operating Systems,2026-04-04,FN
S0167,CSE,Operating Systems,2026-04-04,FN
S0168,CSE,Operating Systems,2026-04-04,FN
S0169,CSE,Operating Systems,2026-04-04,FN
S0170,CSE,Operating Systems,2026-04-04,FN
S0171,CSE,Operating Systems,2026-04-04,FN
S0172,CSE,Operating Systems,2026-04-04,FN
S0173,CSE,Operating Systems,2026-04-04,FN
S0174,CSE,Operating Systems,2026-04-04,FN
S0175,CSE,Operating Systems,2026-04-04,FN
S0176,CSE,Operating Systems,2026-04-04,FN
S0177,CSE,Operating Systems,2026-04-04,FN
S0178,CSE,Operating Systems,2026-04-04,FN
S0179,CSE,Operating Systems,2026-04-04,FN
S0180,CSE,Operating Systems,2026-04-04,FN
S0181,CSE,Operating Systems,2026-04-04,FN
S0182,CSE,Operating Systems,2026-04-04,FN
S0183,CSE,Operating Systems,2026-04-04,FN
S0184,CSE,Operating Systems,2026-04-04,FN
S0185,CSE,Operating Systems,2026-04-04,FN
S0186,CSE,Operating Systems,2026-04-04,FN
S0187,CSE,Operating Systems,2026-04-04,FN
S0188,CSE,Operating Systems,2026-04-04,FN
S0189,CSE,Operating Systems,2026-04-04,FN
S0190,CSE,Operating Systems,2026-04-04,FN
S0191,CSE,Operating Systems,2026-04-04,FN
S0192,CSE,Operating Systems,2026-04-04,FN
S0193,CSE,Operating Systems,2026-04-04,FN
S0194,CSE,Compiler Design,2026-04-08,AN
S0195,CSE,Compiler Design,2026-04-08,AN
S0196,CSE,Compiler Design,2026-04-08,AN
S0197,CSE,Compiler Design,2026-04-08,AN
S0198,CSE,Compiler Design,2026-04-08,AN
S0199,CSE,Compiler Design,2026-04-08,AN
S0200,CSE,Compiler Design,2026-04-08,AN
S0201,CSE,Compiler Design,2026-04-08,AN
S0202,CSE,Compiler Design,2026-04-08,AN
S0203,CSE,Compiler Design,2026-04-08,AN
S0204,CSE,Compiler Design,2026-04-08,AN
S0205,CSE,Compiler Design,2026-04-08,AN
S0206,CSE,Compiler Design,2026-04-08,AN
S0207,CSE,Compiler Design,2026-04-08,AN
S0208,CSE,Compiler Design,2026-04-08,AN
S0209,CSE,Compiler Design,2026-04-08,AN
S0210,CSE,Compiler Design,2026-04-08,AN
S0211,CSE,Compiler Design,2026-04-08,AN
S0212,CSE,Compiler Design,2026-04-08,AN
S0213,CSE,Compiler Design,2026-04-08,AN
S0214,CSE,Compiler Design,2026-04-08,AN
S0215,CSE,Compiler Design,2026-04-08,AN
S0216,CSE,Compiler Design,2026-04-08,AN
S0217,CSE,Compiler Design,2026-04-08,AN
S0218,CSE,Compiler Design,2026-04-08,AN
S0219,CSE,Compiler Design,2026-04-08,AN
S0220,CSE,Compiler Design,2026-04-08,AN
S0221,CSE,Compiler Design,2026-04-08,AN
S0222,CSE,Compiler Design,2026-04-08,AN
S0223,CSE,Compiler Design,2026-04-08,AN
S0224,CSE,Compiler Design,2026-04-08,AN
S0225,CSE,Compiler Design,2026-04-08,AN
S0226,CSE,Compiler Design,2026-04-08,AN
S0227,CSE,Compiler Design,2026-04-08,AN
S0228,CSE,Compiler Design,2026-04-08,AN
S0229,CSE,Compiler Design,2026-04-08,AN
S0230,CSE,Compiler Design,2026-04-08,AN
S0231,CSE,Compiler Design,2026-04-08,AN
S0232,CSE,Compiler Design,2026-04-08,AN
S0233,CSE,Compiler Design,2026-04-08,AN
S0234,CSE,Compiler Design,2026-04-08,AN
S0235,CSE,Compiler Design,2026-04-08,AN
S0236,CSE,Compiler Design,2026-04-08,AN
S0237,CSE,Compiler Design,2026-04-08,AN
S0238,CSE,Compiler Design,2026-04-08,AN
S0239,CSE,Compiler Design,2026-04-08,AN
S0240,CSE,Compiler Design,2026-04-08,AN
S0241,CSE,Compiler Design,2026-04-08,AN
S0242,CSE,Compiler Design,2026-04-08,AN
S0243,CSE,Compiler Design,2026-04-08,AN
S0244,EEE,Circuit Theory,2026-04-08,AN
S0245,EEE,Circuit Theory,2026-04-08,AN
S0246,EEE,Circuit Theory,2026-04-08,AN
S0247,EEE,Circuit Theory,2026-04-08,AN
S0248,EEE,Circuit Theory,2026-04-08,AN
S0249,EEE,Circuit Theory,2026-04-08,AN
S0250,EEE,Circuit Theory,2026-04-08,AN
S0251,EEE,Circuit Theory,2026-04-08,AN
S0252,EEE,Circuit Theory,2026-04-08,AN
S0253,EEE,Circuit Theory,2026-04-08,AN
S0254,EEE,Circuit Theory,2026-04-08,AN
S0255,EEE,Circuit Theory,2026-04-08,AN
S0256,EEE,Circuit Theory,2026-04-08,AN
S0257,EEE,Circuit Theory,2026-04-08,AN
S0258,EEE,Circuit Theory,2026-04-08,AN
S0259,EEE,Circuit Theory,2026-04-08,AN
S0260,EEE,Circuit Theory,2026-04-08,AN
S0261,EEE,Circuit Theory,2026-04-08,AN
S0262,EEE,Circuit Theory,2026-04-08,AN
S0263,EEE,Circuit Theory,2026-04-08,AN
S0264,EEE,Circuit Theory,2026-04-08,AN
S0265,EEE,Circuit Theory,2026-04-08,AN
S0266,EEE,Circuit Theory,2026-04-08,AN
S0267,EEE,Circuit Theory,2026-04-08,AN
S0268,EEE,Circuit Theory,2026-04-08,AN
S0269,EEE,Circuit Theory,2026-04-08,AN
S0270,EEE,Circuit Theory,2026-04-08,AN
S0271,EEE,Circuit Theory,2026-04-08,AN
S0272,EEE,Circuit Theory,2026-04-08,AN
S0273,EEE,Circuit Theory,2026-04-08,AN
S0274,EEE,Circuit Theory,2026-04-08,AN
S0275,EEE,Circuit Theory,2026-04-08,AN
S0276,EEE,Circuit Theory,2026-04-08,AN
S0277,EEE,Circuit Theory,2026-04-08,AN
S0278,EEE,Circuit Theory,2026-04-08,AN
S0279,EEE,Circuit Theory,2026-04-08,AN
S0280,IT,Cloud Computing,2026-04-10,FN
S0281,IT,Cloud Computing,2026-04-10,FN
S0282,IT,Cloud Computing,2026-04-10,FN
S0283,IT,Cloud Computing,2026-04-10,FN
S0284,IT,Cloud Computing,2026-04-10,FN
S0285,IT,Cloud Computing,2026-04-10,FN
S0286,IT,Cloud Computing,2026-04-10,FN
S0287,IT,Cloud Computing,2026-04-10,FN
S0288,IT,Cloud Computing,2026-04-10,FN
S0289,IT,Cloud Computing,2026-04-10,FN
S0290,IT,Cloud Computing,2026-04-10,FN
S0291,IT,Cloud Computing,2026-04-10,FN
S0292,IT,Cloud Computing,2026-04-10,FN
S0293,IT,Cloud Computing,2026-04-10,FN
S0294,IT,Cloud Computing,2026-04-10,FN
S0295,IT,Cloud Computing,2026-04-10,FN
S0296,IT,Cloud Computing,2026-04-10,FN
S0297,IT,Cloud Computing,2026-04-10,FN
S0298,IT,Cloud Computing,2026-04-10,FN
S0299,IT,Cloud Computing,2026-04-10,FN
S0300,IT,Cloud Computing,2026-04-10,FN
S0301,IT,Cloud Computing,2026-04-10,FN
S0302,IT,Cloud Computing,2026-04-10,FN
S0303,IT,Cloud Computing,2026-04-10,FN
S0304,IT,Cloud Computing,2026-04-10,FN
S0305,IT,Cloud Computing,2026-04-10,FN
S0306,IT,Cloud Computing,2026-04-10,FN
S0307,IT,Cloud Computing,2026-04-10,FN
S0308,IT,Cloud Computing,2026-04-10,FN
S0309,IT,Cloud Computing,2026-04-10,FN
S0310,IT,Cloud Computing,2026-04-10,FN
S0311,IT,Cloud Computing,2026-04-10,FN
S0312,IT,Cloud Computing,2026-04-10,FN
S0313,IT,Cloud Computing,2026-04-10,FN
S0314,IT,Cloud Computing,2026-04-10,FN
S0315,IT,Cloud Computing,2026-04-10,FN
S0316,IT,Cloud Computing,2026-04-10,FN
S0317,IT,Cloud Computing,2026-04-10,FN
S0318,IT,Cloud Computing,2026-04-10,FN
S0319,IT,Cloud Computing,2026-04-10,FN
S0320,IT,Cloud Computing,2026-04-10,FN
S0321,IT,Cloud Computing,2026-04-10,FN
S0322,IT,Cloud Computing,2026-04-10,FN
S0323,IT,Cloud Computing,2026-04-10,FN
S0324,IT,Cloud Computing,2026-04-10,FN
S0325,IT,Cloud Computing,2026-04-10,FN
S0326,IT,Cloud Computing,2026-04-10,FN
S0327,IT,Cloud Computing,2026-04-10,FN
S0328,MECH,Machine Design,2026-04-05,AN
S0329,MECH,Machine Design,2026-04-05,AN
S0330,MECH,Machine Design,2026-04-05,AN
S0331,MECH,Machine Design,2026-04-05,AN
S0332,MECH,Machine Design,2026-04-05,AN
S0333,MECH,Machine Design,2026-04-05,AN
S0334,MECH,Machine Design,2026-04-05,AN
S0335,MECH,Machine Design,2026-04-05,AN
S0336,MECH,Machine Design,2026-04-05,AN
S0337,MECH,Machine Design,2026-04-05,AN
S0338,MECH,Machine Design,2026-04-05,AN
S0339,MECH,Machine Design,2026-04-05,AN
S0340,MECH,Machine Design,2026-04-05,AN
S0341,MECH,Machine Design,2026-04-05,AN
S0342,MECH,Machine Design,2026-04-05,AN
S0343,MECH,Machine Design,2026-04-05,AN
S0344,MECH,Machine Design,2026-04-05,AN
S0345,MECH,Machine Design,2026-04-05,AN
S0346,MECH,Machine Design,2026-04-05,AN
S0347,MECH,Machine Design,2026-04-05,AN
S0348,MECH,Machine Design,2026-04-05,AN
S0349,MECH,Machine Design,2026-04-05,AN
S0350,MECH,Machine Design,2026-04-05,AN
S0351,MECH,Machine Design,2026-04-05,AN
S0352,MECH,Machine Design,2026-04-05,AN
S0353,MECH,Machine Design,2026-04-05,AN
S0354,MECH,Machine Design,2026-04-05,AN
S0355,MECH,Machine Design,2026-04-05,AN
S0356,MECH,Machine Design,2026-04-05,AN
S0357,MECH,Machine Design,2026-04-05,AN
S0358,MECH,Machine Design,2026-04-05,AN
S0359,MECH,Machine Design,2026-04-05,AN
S0360,MECH,Machine Design,2026-04-05,AN
S0361,MECH,Machine Design,2026-04-05,AN
S0362,MECH,Machine Design,2026-04-05,AN
S0363,MECH,Machine Design,2026-04-05,AN
S0364,MECH,Machine Design,2026-04-05,AN
S0365,MECH,Machine Design,2026-04-05,AN
S0366,MECH,Machine Design,2026-04-05,AN
S0367,MECH,Machine Design,2026-04-05,AN
S0368,MECH,Machine Design,2026-04-05,AN
S0369,MECH,Machine Design,2026-04-05,AN
S0370,MECH,Thermodynamics,2026-04-03,FN
S0371,MECH,Thermodynamics,2026-04-03,FN
S0372,MECH,Thermodynamics,2026-04-03,FN
S0373,MECH,Thermodynamics,2026-04-03,FN
S0374,MECH,Thermodynamics,2026-04-03,FN
S0375,MECH,Thermodynamics,2026-04-03,FN
S0376,MECH,Thermodynamics,2026-04-03,FN
S0377,MECH,Thermodynamics,2026-04-03,FN
S0378,MECH,Thermodynamics,2026-04-03,FN
S0379,MECH,Thermodynamics,2026-04-03,FN
S0380,MECH,Thermodynamics,2026-04-03,FN
S0381,MECH,Thermodynamics,2026-04-03,FN
S0382,MECH,Thermodynamics,2026-04-03,FN
S0383,MECH,Thermodynamics,2026-04-03,FN
S0384,MECH,Thermodynamics,2026-04-03,FN
S0385,MECH,Thermodynamics,2026-04-03,FN
S0386,MECH,Thermodynamics,2026-04-03,FN
S0387,MECH,Thermodynamics,2026-04-03,FN
S0388,MECH,Thermodynamics,2026-04-03,FN
S0389,MECH,Thermodynamics,2026-04-03,FN
S0390,MECH,Thermodynamics,2026-04-03,FN
S0391,MECH,Thermodynamics,2026-04-03,FN
S0392,MECH,Thermodynamics,2026-04-03,FN
S0393,MECH,Thermodynamics,2026-04-03,FN
S0394,MECH,Thermodynamics,2026-04-03,FN
S0395,MECH,Thermodynamics,2026-04-03,FN
S0396,MECH,Thermodynamics,2026-04-03,FN
S0397,MECH,Thermodynamics,2026-04-03,FN
S0398,MECH,Thermodynamics,2026-04-03,FN
S0399,MECH,Thermodynamics,2026-04-03,FN
S0400,MECH,Thermodynamics,2026-04-03,FN
S0401,MECH,Thermodynamics,2026-04-03,FN
S0402,MECH,Thermodynamics,2026-04-03,FN
S0403,MECH,Thermodynamics,2026-04-03,FN
S0404,MECH,Thermodynamics,2026-04-03,FN
S0405,MECH,Thermodynamics,2026-04-03,FN
S0406,MECH,Thermodynamics,2026-04-03,FN
S0407,MECH,Thermodynamics,2026-04-03,FN
S0408,MECH,Thermodynamics,2026-04-03,FN
S0409,MECH,Thermodynamics,2026-04-03,FN
S0410,MECH,Thermodynamics,2026-04-03,FN
S0411,MECH,Thermodynamics,2026-04-03,FN
S0412,MECH,Thermodynamics,2026-04-03,FN
S0413,MECH,Thermodynamics,2026-04-03,FN
S0414,MECH,Thermodynamics,2026-04-03,FN
S0415,MECH,Thermodynamics,2026-04-03,FN
S0416,MECH,Thermodynamics,2026-04-03,FN
S0417,MECH,Thermodynamics,2026-04-03,FN
S0418,MECH,Thermodynamics,2026-04-03,FN
S0419,MECH,Thermodynamics,2026-04-03,FN
S0420,MECH,Thermodynamics,2026-04-03,FN
S0421,MECH,Thermodynamics,2026-04-03,FN
S0422,ECE,Embedded Systems,2026-04-09,FN
S0423,ECE,Embedded Systems,2026-04-09,FN
S0424,ECE,Embedded Systems,2026-04-09,FN
S0425,ECE,Embedded Systems,2026-04-09,FN
S0426,ECE,Embedded Systems,2026-04-09,FN
S0427,ECE,Embedded Systems,2026-04-09,FN
S0428,ECE,Embedded Systems,2026-04-09,FN
S0429,ECE,Embedded Systems,2026-04-09,FN
S0430,ECE,Embedded Systems,2026-04-09,FN
S0431,ECE,Embedded Systems,2026-04-09,FN
S0432,ECE,Embedded Systems,2026-04-09,FN
S0433,ECE,Embedded Systems,2026-04-09,FN
S0434,ECE,Embedded Systems,2026-04-09,FN
S0435,ECE,Embedded Systems,2026-04-09,FN
S0436,ECE,Embedded Systems,2026-04-09,FN
S0437,ECE,Embedded Systems,2026-04-09,FN
S0438,ECE,Embedded Systems,2026-04-09,FN
S0439,ECE,Embedded Systems,2026-04-09,FN
S0440,ECE,Embedded Systems,2026-04-09,FN
S0441,ECE,Embedded Systems,2026-04-09,FN
S0442,ECE,Embedded Systems,2026-04-09,FN
S0443,ECE,Embedded Systems,2026-04-09,FN
S0444,ECE,Embedded Systems,2026-04-09,FN
S0445,ECE,Embedded Systems,2026-04-09,FN
S0446,ECE,Embedded Systems,2026-04-09,FN
S0447,ECE,Embedded Systems,2026-04-09,FN
S0448,ECE,Embedded Systems,2026-04-09,FN
S0449,ECE,Embedded Systems,2026-04-09,FN
S0450,ECE,Embedded Systems,2026-04-09,FN
S0451,ECE,Embedded Systems,2026-04-09,FN
S0452,ECE,Embedded Systems,2026-04-09,FN
S0453,ECE,Embedded Systems,2026-04-09,FN
S0454,ECE,Embedded Systems,2026-04-09,FN
S0455,ECE,Embedded Systems,2026-04-09,FN
S0456,ECE,Embedded Systems,2026-04-09,FN
S0457,ECE,Embedded Systems,2026-04-09,FN
S0458,ECE,Embedded Systems,2026-04-09,FN
S0459,ECE,Embedded Systems,2026-04-09,FN
S0460,ECE,Embedded Systems,2026-04-09,FN
S0461,ECE,Embedded Systems,2026-04-09,FN
S0462,ECE,Embedded Systems,2026-04-09,FN
S0463,ECE,Embedded Systems,2026-04-09,FN
S0464,ECE,Embedded Systems,2026-04-09,FN
S0465,ECE,Embedded Systems,2026-04-09,FN
S0466,ECE,Embedded Systems,2026-04-09,FN
S0467,ECE,Embedded Systems,2026-04-09,FN
S0468,ECE,Embedded Systems,2026-04-09,FN
S0469,ECE,Embedded Systems,2026-04-09,FN
S0470,ECE,Embedded Systems,2026-04-09,FN
S0471,ECE,Embedded Systems,2026-04-09,FN
S0472,ECE,Embedded Systems,2026-04-09,FN
S0473,ECE,Embedded Systems,2026-04-09,FN
S0474,ECE,Embedded Systems,2026-04-09,FN
S0475,ECE,Embedded Systems,2026-04-09,FN
S0476,ECE,Embedded Systems,2026-04-09,FN
S0477,ECE,Embedded Systems,2026-04-09,FN
S0478,EEE,Electrical Machines,2026-04-07,FN
S0479,EEE,Electrical Machines,2026-04-07,FN
S0480,EEE,Electrical Machines,2026-04-07,FN
S0481,EEE,Electrical Machines,2026-04-07,FN
S0482,EEE,Electrical Machines,2026-04-07,FN
S0483,EEE,Electrical Machines,2026-04-07,FN
S0484,EEE,Electrical Machines,2026-04-07,FN
S0485,EEE,Electrical Machines,2026-04-07,FN
S0486,EEE,Electrical Machines,2026-04-07,FN
S0487,EEE,Electrical Machines,2026-04-07,FN
S0488,EEE,Electrical Machines,2026-04-07,FN
S0489,EEE,Electrical Machines,2026-04-07,FN
S0490,EEE,Electrical Machines,2026-04-07,FN
S0491,EEE,Electrical Machines,2026-04-07,FN
S0492,EEE,Electrical Machines,2026-04-07,FN
S0493,EEE,Electrical Machines,2026-04-07,FN
S0494,EEE,Electrical Machines,2026-04-07,FN
S0495,EEE,Electrical Machines,2026-04-07,FN
S0496,EEE,Electrical Machines,2026-04-07,FN
S0497,EEE,Electrical Machines,2026-04-07,FN
S0498,EEE,Electrical Machines,2026-04-07,FN
S0499,EEE,Electrical Machines,2026-04-07,FN
S0500,EEE,Electrical Machines,2026-04-07,FN
S0501,EEE,Electrical Machines,2026-04-07,FN
S0502,EEE,Electrical Machines,2026-04-07,FN
S0503,EEE,Electrical Machines,2026-04-07,FN
S0504,EEE,Electrical Machines,2026-04-07,FN
S0505,EEE,Electrical Machines,2026-04-07,FN
S0506,EEE,Electrical Machines,2026-04-07,FN
S0507,EEE,Electrical Machines,2026-04-07,FN
S0508,EEE,Electrical Machines,2026-04-07,FN
S0509,EEE,Electrical Machines,2026-04-07,FN
S0510,EEE,Electrical Machines,2026-04-07,FN
S0511,EEE,Electrical Machines,2026-04-07,FN
S0512,EEE,Electrical Machines,2026-04-07,FN
S0513,EEE,Electrical Machines,2026-04-07,FN
S0514,EEE,Electrical Machines,2026-04-07,FN
S0515,EEE,Electrical Machines,2026-04-07,FN
S0516,EEE,Electrical Machines,2026-04-07,FN
S0517,EEE,Electrical Machines,2026-04-07,FN
S0518,EEE,Electrical Machines,2026-04-07,FN
S0519,EEE,Electrical Machines,2026-04-07,FN
S0520,EEE,Electrical Machines,2026-04-07,FN
S0521,MECH,Automobile,2026-04-03,AN
S0522,MECH,Automobile,2026-04-03,AN
S0523,MECH,Automobile,2026-04-03,AN
S0524,MECH,Automobile,2026-04-03,AN
S0525,MECH,Automobile,2026-04-03,AN
S0526,MECH,Automobile,2026-04-03,AN
S0527,MECH,Automobile,2026-04-03,AN
S0528,MECH,Automobile,2026-04-03,AN
S0529,MECH,Automobile,2026-04-03,AN
S0530,MECH,Automobile,2026-04-03,AN
S0531,MECH,Automobile,2026-04-03,AN
S0532,MECH,Automobile,2026-04-03,AN
S0533,MECH,Automobile,2026-04-03,AN
S0534,MECH,Automobile,2026-04-03,AN
S0535,MECH,Automobile,2026-04-03,AN
S0536,MECH,Automobile,2026-04-03,AN
S0537,MECH,Automobile,2026-04-03,AN
S0538,MECH,Automobile,2026-04-03,AN
S0539,MECH,Automobile,2026-04-03,AN
S0540,MECH,Automobile,2026-04-03,AN
S0541,MECH,Automobile,2026-04-03,AN
S0542,MECH,Automobile,2026-04-03,AN
S0543,MECH,Automobile,2026-04-03,AN
S0544,MECH,Automobile,2026-04-03,AN
S0545,MECH,Automobile,2026-04-03,AN
S0546,MECH,Automobile,2026-04-03,AN
S0547,MECH,Automobile,2026-04-03,AN
S0548,MECH,Automobile,2026-04-03,AN
S0549,MECH,Automobile,2026-04-03,AN
S0550,MECH,Automobile,2026-04-03,AN
S0551,MECH,Automobile,2026-04-03,AN
S0552,MECH,Automobile,2026-04-03,AN
S0553,MECH,Automobile,2026-04-03,AN
